,importance
region_las vegas,0.00016298615
Model_XT5,0.00016297173
Trim_X,0.00016292206
Model_A4,0.00016279468
ForwardCollisionWarning_Optional,0.00016213687
Trim_X-Plus,0.00016146975
Model_Canyon,0.00016102931
Series_250,0.00016087243
Model_PT Cruiser,0.00016069178
Trim_250,0.00016068948
Model_C-Class,0.00016049483
state_ct,0.00015922352
Model_Cruze,0.00015889334
Model_F-250,0.00015834799
Model_RX,0.00015829672
Model_Impala,0.0001579797
state_nh,0.0001578345
region_atlanta,0.00015683791
WheelBaseType_Extra Long,0.00015668863
Trim_Cobra,0.00015659053
Trim_1SS,0.00015573052
region_chillicothe,0.00015540842
BedType_Long,0.0001552739
Make_BUICK,0.00015488359
state_ar,0.00015430222
Series_USF40L/USF41L/USF45L/USF46L,0.00015399419
Model_Prius V,0.00015362956
region_vermont,0.00015343363
WheelBaseType_Short,0.00015282513
Trim_Latitude,0.00015277416
Series2_Extended Van,0.00015188585
Model_E-150,0.0001516365
Series_F-Series Super Duty - Single Rear Wheel,0.00015127871
Trim_2LS,0.00015076419
Series_TRN265L/GRN265L,0.00015075116
Trim_Premium,0.00015030181
Trim_300S,0.00014985239
Model_200,0.00014952556
Trim_1500 LTZ,0.00014947144
Make_MINI,0.00014935235
region_sacramento,0.00014848678
Trim_2LT,0.00014726611
Series_ASA44L/ASA42L/AVA44L,0.00014726407
Trim_2500-ST,0.00014724954
state_nc,0.00014709432
Model_Sonic,0.00014704892
region_madison,0.00014653437
region_jackson,0.00014631338
Series_4-series,0.00014576198
region_chicago,0.00014575977
Series_2500 HD,0.00014546636
Model_335i,0.00014541678
Trim_F-Series,0.00014530399
region_chico,0.00014525616
Model_Element,0.00014510292
region_new york city,0.00014399245
Series_S,0.00014396085
Series_GSU40L/GSU45L/MHU48L/ASU40L,0.00014382107
Model_320i,0.00014365584
Model_X3,0.00014214804
Series_LX,0.00014182847
paint_color_green,0.00014161314
Make_GENESIS,0.00014112802
Series_L,0.00014079858
region_grand rapids,0.00014057712
Series_GSV40L,0.00014051807
Series_LOW,0.0001403054
Series_3-Series,0.00014003398
Series2_Hatchback Body Style (3 doors + hatchback door),0.00013987732
Trim_Styleside,0.00013969289
Series_3.0T/TDI Premium Plus,0.00013949766
Model_ProMaster 1500,0.00013936227
Model_3500,0.00013927286
Series_1-Series,0.00013906082
Model_Odyssey,0.00013905086
state_mo,0.00013893419
region_fort collins / north CO,0.00013841348
Trim_WRX base+L,0.00013834688
Trim_Limited +CWP+M/R,0.00013773872
Model_Ioniq,0.00013751272
region_greensboro,0.00013739309
ElectrificationLevel_Strong HEV (Hybrid Electric Vehicle),0.0001370331
Model_TSX,0.00013677093
Model_Malibu,0.00013671033
Model_Captiva Sport,0.00013661082
region_hartford,0.00013633141
region_des moines,0.0001361462
Series_KL,0.00013607783
Model_Santa Fe Sport,0.00013603634
region_maine,0.00013585684
Model_Forte,0.00013552234
Series_ZVW41L,0.00013532832
Series_SX,0.0001352726
Series_V6 Convertible,0.00013519188
Model_Accord,0.00013505055
region_springfield,0.00013487131
state_income,0.00013435863
"region_washington, DC",0.00013416653
Model_Compass,0.00013389354
Model_M-Class,0.00013385127
Series_GL450,0.0001338326
Model_Z4,0.00013365936
region_stockton,0.00013240498
Series_3500,0.00013237733
Trim_4MATIC,0.00013220309
BodyClass_Hatchback/Liftback/Notchback,0.00013115685
Series_RT,0.00013100184
region_boone,0.00013077956
Model_Terrain,0.00013047669
region_orange county,0.00013022554
Series_1.4T S,0.0001301394
region_boise,0.00013006561
region_space coast,0.00012870088
Trim_Grade Platinum,0.00012863078
state_fl,0.00012851732
Trim_MP,0.0001284221
AirBagLocFront_Driver Seat Only,0.00012769662
Model_ILX,0.00012765922
Trim_Sport/GX,0.00012750202
region_finger lakes,0.00012635872
Series2_Wagon Body Style,0.00012618164
Trim_SS,0.00012613289
Model_Solstice,0.00012605188
Trim_XLT,0.0001254023
Trim_Exclaim,0.00012425231
Trim_xDrive,0.00012424217
Series_GLS/GLS Preferred/ Limited/Limited Tech GS/SE/SE Tech,0.00012420065
Model_Pacifica,0.00012366913
Model_GTO,0.00012348816
paint_color_grey,0.00012319736
region_wenatchee,0.00012302562
Trim_330i xDrive,0.0001229439
Series_DS,0.00012263336
Series_GSZ10L/AXZH10L,0.000121347446
Series_Open Body,0.000120945224
BedType_Short,0.00012090393
region_scranton / wilkes-barre,0.0001208534
Trim_1500,0.000120554534
Trim2_N Grade,0.000119369164
region_skagit / island / SJI,0.000119335746
region_buffalo,0.000119305296
state_il,0.00011896611
Trim_DS (Single Rear Wheels),0.00011849488
Model_Santa Fe,0.000117811476
Trim_4-MATIC,0.000117791926
"Series_SE Ultimate ,Limited Ultimate",0.000117566226
region_lewiston / clarkston,0.00011748322
Trim_Luxury,0.00011744584
region_pensacola,0.00011735004
condition_excellent,0.000117265256
ElectrificationLevel_Mild HEV (Hybrid Electric Vehicle),0.00011705665
Trim_xDrive50i,0.00011671439
state_dc,0.00011625686
RearCrossTrafficAlert_Optional,0.00011608531
Model_Enclave,0.0001154518
state_ma,0.00011528708
EngineConfiguration_Horizontally opposed (boxer),0.000114978
Series_CLA250-4M,0.00011480764
Trim_2500 Work Truck/Fleet/Base,0.000114695606
Model_Sierra HD,0.00011455568
region_SF bay area,0.000114020775
region_south coast,0.000113982715
Series_1500 1/2 ton,0.000113793016
Series_Select,0.000113527094
Model_QX56,0.00011322054
region_olympic peninsula,0.00011275924
Trim_300,0.000112672526
state_ga,0.00011147556
Series_GSV40L/AVV60L,0.00011140134
Model_435i,0.00011073133
Series_GLC300,0.00011043169
region_minneapolis / st paul,0.00010932259
region_moses lake,0.000109105786
region_palm springs,0.000109013476
Trim_RT,0.00010810496
region_athens,0.000107884065
Model_650i,0.00010765267
Trim_ZR2,0.000107361884
Series2_Conventional Cab,0.00010663194
Model_Escalade,0.00010662377
region_portland,0.00010560228
Model_Juke,0.00010534441
Trim_V6,0.000105252126
paint_color_brown,0.00010447148
Model_Explorer Sport Trac,0.000104382576
Make_VOLVO,0.000104023915
paint_color_black,0.00010394431
region_kalamazoo,0.00010329917
Series_UCK60L/UCK65L/USK60L/USK65L/UPK65L/UPK60L,0.000103270686
state_sc,0.00010309207
Model_S60,0.000102980805
region_tallahassee,0.00010266922
Model_Volt,0.000102573315
Trim2_E grade,0.000102312966
Series_GSK50L/UPK50L/GS51L/UPK51L/USK51L/USK52L/USK55L/UPK56L/USK56L/USK57L,0.000102257145
Trim_SR/SR5/TRD Off Road/TRD Sport/TRD Pro,0.000101671554
Model_Outlander,0.000101560094
region_gold country,0.00010154348
Model_Express,0.00010111012
Model_Thunderbird,0.00010096214
AdaptiveCruiseControl_Not Available,0.000100731515
Model_Scion FR-S,0.00010045016
region_rochester,0.00010026535
Model_Renegade,0.000100096164
Trim_LT Fleet,0.00010007144
region_oregon coast,9.975796e-05
Trim_Trail Boss Custom,9.920103e-05
Series_LC,9.88844e-05
Series_quattro,9.881415e-05
Trim_LX,9.8420256e-05
Model_HHR,9.8406636e-05
paint_color_white,9.811124e-05
region_monterey bay,9.789703e-05
Model_Prius Plug-in,9.73553e-05
region_los angeles,9.696699e-05
Series_GGL10L/GGL15L/GYL10L/GYL15L,9.6872245e-05
Series_Yaris iA (USA except Puerto Rico)/ Yaris(Puerto Rico),9.684546e-05
FuelInjectionType_Throttle Body Fuel Injection (TBI),9.643294e-05
Series2_L (Low Line),9.635519e-05
Series_S/SE/R-Line,9.619038e-05
region_north jersey,9.610165e-05
region_tampa bay area,9.561129e-05
"region_kansas city, MO",9.557381e-05
Trim_D2 (Dual Rear Wheels),9.5411124e-05
region_san diego,9.535221e-05
Trim_Unlimited X,9.5292075e-05
Series_RS,9.523177e-05
Trim_Plus,9.47969e-05
PedestrianAutomaticEmergencyBraking_Not Available,9.464522e-05
Model_ProMaster 2500,9.4584924e-05
Model_Equinox,9.4538096e-05
region_kennewick-pasco-richland,9.417213e-05
region_tulsa,9.37238e-05
Series_TRN240L/TRN245L/GRN245L,9.362655e-05
Trim_1LT,9.352694e-05
state_tn,9.334018e-05
Series_Base,9.295487e-05
Trim_Convertible,9.2737086e-05
Model_Town and Country,9.236699e-05
Trim_Grand Touring/GT,9.2265596e-05
Model_Silverado HD,9.183986e-05
Series_MEDIUM,9.0645575e-05
region_utica-rome-oneida,9.0546884e-05
Model_GTI,9.042907e-05
Model_528i,9.006673e-05
"region_st louis, MO",8.987447e-05
Series2_P (Premium),8.969925e-05
Trim2_Double Cab Short Bed,8.9514426e-05
Model_Quest,8.9498506e-05
Series_FF,8.925134e-05
paint_color_red,8.865656e-05
Series2_Extended Wagon,8.86394e-05
"Trim2_DJ2,DJ7",8.858597e-05
Series_C300-4M,8.852139e-05
Series_GLA250,8.8504115e-05
Series_ACV40L/GSV40L/AHV40L,8.836129e-05
Trim_Sedan,8.777831e-05
Series2_H Series,8.774139e-05
region_treasure coast,8.75776e-05
Model_M37,8.7435634e-05
Trim_Abarth,8.705401e-05
Trim_SA,8.7024615e-05
Trim_RX330,8.6668624e-05
Series_Touring L,8.5795094e-05
Model_Civic,8.563767e-05
Model_Mazda2,8.53923e-05
Trim_570,8.5266496e-05
Model_500,8.522463e-05
region_sierra vista,8.4923005e-05
region_norfolk / hampton roads,8.479292e-05
state_ky,8.458962e-05
Series2_wagon body Type,8.4409185e-05
region_east idaho,8.437795e-05
Series_Touring,8.379856e-05
Make_PONTIAC,8.370833e-05
Series_DJ (Single Rear Wheels),8.365448e-05
Series_Latitude Plus,8.354758e-05
Model_FX35,8.333943e-05
Trim_SR/SR5/TRD Off Road/Pro/Sport,8.311922e-05
paint_color_custom,8.250774e-05
Series2_Small Conventional Cab,8.243131e-05
Model_Veloster,8.2073e-05
Series_XL,8.150474e-05
paint_color_blue,8.118477e-05
Series_TOP,8.113875e-05
region_columbia,8.1009e-05
Trim_RST,8.100396e-05
state_me,8.0991405e-05
Trim_SXT,8.0476304e-05
Model_Xterra,8.043178e-05
region_south jersey,8.035613e-05
Make_SATURN,8.0284655e-05
Series_LATITUDE (US-MEX)-NORTH(CAN)-LONGITUDE(Others),8.018268e-05
Trim_L/LE/SE/XLE/XSE,7.973577e-05
region_pullman / moscow,7.973554e-05
paint_color_silver,7.971524e-05
region_upper peninsula,7.967947e-05
region_redding,7.956399e-05
Trim_LE,7.942642e-05
Trim_SR5/TRD Off Road/TRD Sport,7.94072e-05
Model_DTS,7.938307e-05
Model_Envision,7.9211415e-05
Model_G35,7.8775e-05
DynamicBrakeSupport_Optional,7.819034e-05
region_sarasota-bradenton,7.81699e-05
Trim_Premier,7.802688e-05
Model_Rogue Select,7.784322e-05
region_ventura county,7.77862e-05
AirBagLocSeatCushion_Driver Seat Only,7.7640536e-05
Series2_Light Duty,7.6915254e-05
Model_Encore,7.659954e-05
Trim_200S,7.624738e-05
Trim_R/T Rallye / R/T,7.612848e-05
Model_Sonata,7.61252e-05
region_auburn,7.607023e-05
Series_TRN265L,7.5518336e-05
Series_NHW20L,7.547282e-05
region_huntsville / decatur,7.4993695e-05
Model_A5,7.470762e-05
Series_1/2 ton,7.435349e-05
region_eau claire,7.4294214e-05
Trim_Sahara/Unlimited Sahara,7.4097385e-05
Series_ASA33L/ASA38L/GSA33L/GSA38L,7.300298e-05
Model_Tahoe,7.271971e-05
Model_LaCrosse,7.264438e-05
Series_EX-L/EX-L Navi,7.232713e-05
Series_NHP10L,7.207861e-05
Trim_SRW Medium Roof Van,7.20496e-05
Model_E-350,7.204514e-05
Trim_Titanium,7.143984e-05
Make_SAAB,7.1418246e-05
Series_UCK35L,7.122232e-05
Trim_330i SA,7.0994545e-05
Series_E320,7.088679e-05
Trim_Advance Package,7.058896e-05
region_lima / findlay,7.0040755e-05
region_knoxville,6.9907044e-05
region_boulder,6.9721194e-05
Series2_quattro Progressiv S-Line (Canada),6.9559384e-05
region_ashtabula,6.837156e-05
Series2_RB,6.810444e-05
AdaptiveDrivingBeam_Not Available,6.794909e-05
Trim_STD,6.756457e-05
Trim_WK,6.744471e-05
Series_GLS(Middle),6.696249e-05
Model_Uplander,6.6756154e-05
Model_Passat,6.664989e-05
region_corvallis/albany,6.6249624e-05
region_ann arbor,6.605327e-05
Trim_xDrive30i,6.5901564e-05
Model_Q5,6.510878e-05
region_ames,6.488955e-05
Model_Sebring,6.442695e-05
Model_NV,6.418812e-05
"Series_S, Limited",6.405185e-05
Model_Rio,6.372701e-05
Trim_Sport/TJ,6.323985e-05
Series_Touring/Touring-TE,6.294737e-05
Series_Base/ BaseStyle/ Base Tech Turbo/ Turbo Ultimate,6.260087e-05
"Trim2_DS1,DS6",6.1659586e-05
"Trim_SE (US), SE/SXT (Can), Express (Mex)",6.1212275e-05
Model_A4 allroad,6.086346e-05
Model_Versa Note,6.0727405e-05
region_youngstown,6.066943e-05
Series2_Type 987,6.0264367e-05
Trim_LE/XLE,6.0253835e-05
Series_GL(Middle-low grade),6.008606e-05
Series2_H (High Line),6.0061615e-05
Series_LX A/T,5.9686095e-05
RearCrossTrafficAlert_Not Available,5.933299e-05
Model_330Ci,5.9305552e-05
Series2_Wagon body,5.924712e-05
Series2_460,5.8504284e-05
Model_G37,5.8395177e-05
region_cincinnati,5.8356352e-05
Trim_Standard,5.792012e-05
Model_Prius C,5.7804853e-05
Series_Cargo Van,5.7684472e-05
Model_QX60,5.7649282e-05
region_boston,5.762432e-05
Model_Sentra,5.758501e-05
region_northern panhandle,5.7329158e-05
region_albany,5.7220666e-05
Series_Luxury FWD,5.710849e-05
Model_Ecosport,5.6592908e-05
paint_color_yellow,5.653654e-05
Trim_Adventure/XLE,5.6307716e-05
Model_Forester,5.621442e-05
Series_XLT/King Ranch,5.603717e-05
Series_USF40L/USF41L,5.5804947e-05
Series_GSK50L/UCK50L/USK50L/GSK51L/UCK51LUSK51L/UCK52L/USK52L/UCK55L/USK55L/UCK56L/USK56L/UCK57L/USK57L,5.5545424e-05
Model_Scion tC,5.5240966e-05
Series_CXL,5.5025306e-05
Series_Premium quattro,5.5001816e-05
Trim_Premium Luxury,5.495838e-05
Trim_300h,5.4624208e-05
Series_GSL20L/GSL23L/GSL25L,5.4443197e-05
region_colorado springs,5.424377e-05
Model_Cruze Limited,5.4115593e-05
Series_LA,5.4089272e-05
"Series_L, LX, S",5.3886975e-05
"Trim_SE (BUX,US,Mex), SE CVP (Canada)",5.360337e-05
Series_150,5.304899e-05
Series_ZRE142L / AZE141L,5.302251e-05
Series_Denali 1500 (1/2 Ton),5.2303865e-05
region_bemidji,5.206807e-05
Series_URJ150L,5.176139e-05
Series_GLE350,5.172841e-05
region_ocala,5.1713778e-05
"Series_SE, SEL",5.1265713e-05
"Series_S, Sport, SE, Autobahn",5.0865474e-05
Trim_330,5.0032315e-05
Model_MKC,4.9808044e-05
Model_Sportage,4.9693073e-05
Trim_Latitude (North for Canada),4.9667364e-05
Trim_300C,4.955659e-05
Series_SUV,4.9534803e-05
Series_AXVA70L/GSV70L/AXVH70L,4.918322e-05
Series_SPORT,4.904964e-05
Model_Atlas,4.8976573e-05
Trim_SuperCrew,4.8836504e-05
Trim_Pop,4.8477534e-05
Series2_M (Medium),4.8378668e-05
Series2_YFA,4.8289952e-05
region_erie,4.8241305e-05
Series_TOP (High Grade),4.8118098e-05
Series2_Hatchback Tall,4.7953014e-05
Series_Cooper,4.787059e-05
region_muskegon,4.767373e-05
Model_Prius,4.765583e-05
region_lafayette / west lafayette,4.748899e-05
Trim_sDrive35i,4.741485e-05
Model_City Express,4.714472e-05
"Series_VCK40L, UCK40L",4.670834e-05
Series_ASA42L/ASA44L,4.65776e-05
Model_Equus,4.6515583e-05
Model_Jetta SportWagen,4.642941e-05
region_mansfield,4.600892e-05
Series2_Wagon Body,4.5926976e-05
Model_ATS,4.5784247e-05
Series2_SL,4.5707173e-05
region_lansing,4.5590656e-05
region_charlottesville,4.539456e-05
Series_TRN260L/TRN265L/GRN265L,4.538595e-05
region_yakima,4.4761837e-05
region_cleveland,4.458508e-05
region_eugene,4.4552835e-05
Model_EX35,4.449591e-05
Trim_EX,4.379882e-05
Trim_Leather,4.3747707e-05
Trim2_Base/Premium/Sport Activity (SAV),4.3407155e-05
Trim_SULEV,4.311515e-05
region_twin falls,4.225307e-05
Trim_X / Sport,4.2103868e-05
"Series_SE, Eco",4.179118e-05
Series_E300,4.1742e-05
Trim_L/LE/SE/XLE/XSE/50th Anniv. Special Edition,4.161631e-05
Trim_Touring-L,4.1407347e-05
Model_Wrangler JK,4.1223408e-05
Series_GLS / JSL / TAX (Middle Grade),4.0881503e-05
region_richmond,4.087441e-05
Series_GS / GLS,4.0162464e-05
region_wyoming,4.0113955e-05
Model_500L,4.005404e-05
Trim_Sahara / Unlimited Sahara,3.9970077e-05
Series_ZRE212L-DEXLPA,3.9737228e-05
Series_ASV40L/GSV40L/AHV40L,3.8378716e-05
Model_528xi,3.837142e-05
Series_MCU23L/MCU28L/ACU20L/ACU25L,3.8287864e-05
Trim_LD,3.8021575e-05
Trim_Elevation,3.7968326e-05
Series_TI Q4,3.77231e-05
Trim_SE/SEL,3.7719405e-05
Series_VZN180L/VZN185L,3.7705522e-05
Series_AXVA70L/GSV70L/AXVH70L/AXVH71L,3.765993e-05
region_tri-cities,3.7451e-05
"Series_LX, S, X-Line",3.7312788e-05
Series_PT,3.6947516e-05
Model_S4,3.6562382e-05
Model_Suburban,3.6331807e-05
region_mobile,3.6313308e-05
Model_Hardtop,3.6167545e-05
Model_Mazda3,3.6113557e-05
Series_D2,3.5619953e-05
Series_GLS(Middle grade),3.479541e-05
Trim_Touring,3.4704135e-05
Series_SL500,3.4299992e-05
Series_SEL,3.410395e-05
region_battle creek,3.4025583e-05
region_worcester / central MA,3.3614368e-05
Trim_SRT 392,3.310173e-05
region_columbus,3.3054457e-05
Model_CT5,3.2542113e-05
Series_ACV30L,3.2473123e-05
Trim_EX-L,3.2328113e-05
Trim_Z71,3.2201904e-05
Trim_Tech,3.200554e-05
region_akron / canton,3.1213825e-05
Trim_Preferred,3.1103427e-05
Series_EXL/EXL-NAVI/EXL-RES,3.0559644e-05
Model_350Z,3.0502399e-05
Series_A4 quattro premium plus,3.0212092e-05
Trim_Grade SV,2.9913848e-05
Series_MCL10L,2.9370987e-05
Series_EX,2.9333813e-05
Model_GMT-400,2.8479382e-05
Series_Standard / Turbo / R-Spec / Rally Edition,2.8025877e-05
Trim_2500 LTZ,2.7897111e-05
"Trim_Latitude (US-Mex.), North(Can)",2.7573573e-05
Trim_Limited Edition,2.7400121e-05
Series_ACA33L/ACA38L/GSA33L/GSA38L,2.7205324e-05
region_salem,2.720007e-05
Trim_Grade S,2.7073173e-05
Trim_SR5 V6,2.6709586e-05
Series_GL(BASE),2.6692933e-05
Model_Eclipse Cross,2.6686042e-05
Trim_Cargo,2.6167523e-05
region_yuba-sutter,2.597079e-05
Series_AWD,2.5586121e-05
Model_Niro,2.5497686e-05
Series_MCL20L/MCL23L/MC25L,2.505793e-05
Model_Expedition EL,2.5001664e-05
Series2_ZRE212L-AEXLPA,2.4569736e-05
Series_JS,2.4105135e-05
Trim_X1 xDrive28i,2.3771228e-05
Series_GLA250-4M,2.3648034e-05
Model_Beetle,2.3637705e-05
Trim_N Grade,2.3115435e-05
Trim_Grade SR,2.3010592e-05
Series_GLS(PLUS),2.295642e-05
Series_1500/2500/3500,2.2722657e-05
region_dayton / springfield,2.1446762e-05
paint_color_orange,2.1403084e-05
Trim_GL (Middle-Low Grade),2.0838868e-05
Series_Premium,2.0645057e-05
Trim_Ltd/SR5/SR5 Premium/TRD Off Road/TRD Off Road Premium/TRD Pro,2.0349422e-05
Trim_Sports,1.9951232e-05
region_fredericksburg,1.9517824e-05
"Series_LX, S",1.9411938e-05
Trim_460 Base,1.9384293e-05
Series2_YD (4DR/5DR),1.8996614e-05
Series_Premium Luxury,1.8240891e-05
Model_Camry Solara,1.8002402e-05
Trim_200t (Luxury grade),1.7866041e-05
Series_GSE20L/GSE21L/GSE25L,1.7430853e-05
Model_Expedition MAX,1.7285682e-05
Trim_430i xDrive GC,1.706428e-05
Series_Light Duty,1.7062142e-05
Series_Premium Quattro,1.6734135e-05
region_south bend / michiana,1.6482465e-05
region_winchester,1.6068165e-05
"Trim_Base, AWD Base",1.581389e-05
Series_GL - Middle-low,1.562772e-05
Series2_TF F/L,1.554063e-05
Series_SE FWD,1.5062694e-05
Series_STELVIO Q4,1.4992535e-05
Trim_Touring/GS,1.486645e-05
Model_Yukon XL,1.4767367e-05
Series_Cooper S ALL4,1.4666921e-05
Series_EXL/EXL-N/EXL-R,1.4587783e-05
Model_Caravan/Grand Caravan,1.4539726e-05
Trim_Limited + M/R + ES + NAVI,1.4150809e-05
Series_XLS,1.3295422e-05
Series_Q5 quattro Premium Plus,1.3058528e-05
Trim2_STD,1.2603408e-05
Series_SLE,1.2306925e-05
Model_Q3,1.1677988e-05
region_louisville,1.1522634e-05
Series_ZRE212L,1.1301289e-05
Trim_250C,1.1298231e-05
Series_3.8 Base / 3.8 Premium / 3.8 Ultimate /3.3T Sport/ 5.0 Ultimate,1.1260623e-05
Trim_JFa,1.1165535e-05
Trim_TECH V6,1.0845253e-05
Trim_Grade SL,1.0187549e-05
Series_MK49,1.0008363e-05
Series_AGZ10L/AGZ15L/AYZ15L,9.548667e-06
Series_GYL25L/GGL25L/GGL20L/GYL26L/GGL21L/GGL26L,9.36922e-06
Series_2500 Cargo,9.022607e-06
Trim_450h,8.335142e-06
Model_Galant,8.333385e-06
Series_SE and SEL,8.194333e-06
Series_E300-4M,7.910377e-06
Model_Crossfire,7.807062e-06
Series_2.0T Premium Plus,7.603661e-06
Series_ZZE130L,7.595362e-06
Trim_XLE,7.5627527e-06
Trim_200h,7.3712276e-06
Series_WD,7.2169314e-06
Model_Avenger,7.1469963e-06
Trim_430,7.139704e-06
Series_MCU10L/MCU15L,6.815815e-06
Trim2_M Grade,6.780273e-06
Series_USE20L,6.6388516e-06
Trim_Eddie Bauer,6.5177724e-06
Trim2_Premium/Sport Activity (SAV),6.5016934e-06
Series_SLE 1 FWD,6.417132e-06
Trim_Premium+ES,5.740384e-06
Series_Base / LX,5.6026806e-06
Series_MCV30L,5.02602e-06
Series_A4  premium,5.025218e-06
Series_Base/Style/Tech/Touch & Go,4.890496e-06
Trim_BASE,4.803305e-06
Series_SE Base,4.3873038e-06
Series_NCP91L / NCP93L,4.101898e-06
Model_Eclipse,4.006956e-06
Series2_200h,3.9998813e-06
Model_Q7,3.6045467e-06
Model_530i,3.4130405e-06
Series2_VG,3.3492358e-06
Series_BASE SPORT Q4,3.1196275e-06
Trim_400h,2.85539e-06
Series_XLT/ KING RANCH,2.7412823e-06
Model_Bonneville,2.7296849e-06
Trim_Premium Plus quattro,2.2203435e-06
Series_ZVW30L,1.9428019e-06
"Trim_LE,CE",1.3800773e-06
Series_NCP31L,1.1541772e-06
Trim_NORMAL,1.0760432e-06
Series_Sport Popular / Sport Leather / Sport Tech / Sport Turbo / Sport Turbo leather,3.2142623e-07
Series_4-Motion,2.838222e-07
"Series_FE (HEV), LX (HEV)",2.4594945e-07
Series_MHU33L/MHU38L,1.2689526e-07
Series2_PS,7.638155e-08
Series_Q7 3.0T quattro Premium Plus,0.0
Model_M550i,0.0
Series_Premium Quattro/ 4.2 Prestige,0.0
"Series_Q7 quattro 2.0T (Premium Plus, SE Premium Plus)",0.0
"Series_POPULAR, Premium, TECH, 2.0T, Limited, Ultimate",0.0
Series_Q7 3.0Tquattro Prestige,0.0
Series_Premium Plus w/S-Line Pkg.,0.0
Series_Premium Plus quattro,0.0
Series_Q7 3.0T quattro Premium,0.0
Series_Q7 2.0T quattro Premium Plus,0.0
Series_RESERVE HEV,0.0
Model_M45,0.0
Series_Q5 quattro Prestige,0.0
Series_Premium Plus,0.0
Series_Pathfinder,0.0
Series_Q7 2.0T quattro Premium,0.0
Series_Prestige,0.0
Series_RM,0.0
Series_PLUG-IN HYBRID PHEV,0.0
Series_PHEV,0.0
Series_PHEV EX,0.0
Series_Q3 Premium Plus / Q3 Sport Premium Plus,0.0
Series_Q3 Premium / Q3 Sport Premium,0.0
Series_Q3 quattro Premium / Q3 quattro Sport Premium,0.0
Series_Q3 quattro Premium Plus / Q3 quattro Sport Premium Plus,0.0
Series_PL,0.0
Series_Q3 quattro Prestige S line,0.0
Series_PLUS,0.0
Series_Prestige Quattro,0.0
Series_Q4,0.0
Series_PM,0.0
Series_Prmr,0.0
Series_Q5 e(Plug-in hybrid) quattro Premium,0.0
Series_POLICE RESPONDER,0.0
Series_Prestige w/S-Line Pkg.,0.0
Series_Prestige quattro w/ S-Line Pkg,0.0
Model_M3Ci,0.0
Series_Premium Package,0.0
Series_Platinum,0.0
"Series_Q7 quattro 2.0T (Premium, SE Premium)",0.0
Series_Premier FWD,0.0
Series_Q8 quattro 3.0T Prestige,0.0
Series_Q8 quattro 3.0T Prestige S line,0.0
Series_QL,0.0
Series_Quadrifoglio,0.0
Series_Preferred II FWD,0.0
Series_R-Dynamic SE,0.0
Series_Premier,0.0
Series_Premier AWD,0.0
Series_Premier HEV,0.0
Series_Premium Luxury w/driver assist pkg.,0.0
Series_Q3 quattro Premium,0.0
Series_R-Line,0.0
Series_Premium (Base),0.0
Series_Premier w/Low Emissions Package,0.0
Series_R/T SCAT PACK,0.0
Series_R-Line w/Comfort Pkg.,0.0
Series_R/T,0.0
Series_Premier w/Standard Emissions,0.0
Series_Preferred,0.0
Series_PreRunner,0.0
Series_Power Wagon,0.0
Series_Pop,0.0
Series_R-Sport,0.0
Series_Platinum - 4WD,0.0
"Series_Q7 quattro 3.0T (Premium Plus, SE Premium Plus)",0.0
Series_Premium Luxury FWD,0.0
Series_R500,0.0
Series_Q8 quattro 3.0T Premium,0.0
Series_Premium Luxury AWD,0.0
Series_Premium Luxury 4WD,0.0
Series_R350,0.0
Series_R320,0.0
Series_Platinum AWD,0.0
Series_Plug-in Hybrid,0.0
Series_Plug-in Hybrid (base PHEV),0.0
Series_Plug-in Hybrid EX,0.0
Series_Plug-in Hybrid Limited,0.0
Series_Q8 quattro 3.0T Premium Plus,0.0
Series_Plus,0.0
Model_del Sol,0.0
Series_S90,0.0
Series_RS/RG,0.0
Series_SLE 1,0.0
Series_SES / SE SVG,0.0
Series_SH-E-AWD,0.0
Series_SHO AWD,0.0
Series_SI,0.0
Series_SL,0.0
Series_SL320,0.0
Series_SL400,0.0
Series_SL55,0.0
Model_LeBaron,0.0
Series_SL63,0.0
Series_SLC 300,0.0
Series_SLE 1 (AWD),0.0
Series_SLK230,0.0
Series_SLE 1 AWD,0.0
Series_SLE 2,0.0
Series_SLE 2 (AWD),0.0
Series_SLE 2 (FWD),0.0
Series_SLE 2 AWD,0.0
Series_SLE 2 FWD,0.0
Series_SLE AWD,0.0
Series_SLE FWD,0.0
Series_SLE1 AWD,0.0
Series_SLE1 FWD,0.0
Series_SLE2 AWD,0.0
Series_SES - 4WD,0.0
"Series_SES , Sport",0.0
Series_SES,0.0
Series_SEL/TDI,0.0
Series_SEL (HEV),0.0
Series_SEL / SE Comfort / SE Comfort Wagon,0.0
Model_LeSabre,0.0
Series_SEL 4Motion,0.0
Series_SEL AWD,0.0
Series_SEL FWD,0.0
Series_SEL Hybrid,0.0
Series_SEL Limited,0.0
Series_SEL Plus,0.0
Series_SEL Premium,0.0
"Series_SEL Premium, Premium w/ CWP",0.0
Series_SEL Tech Pkg,0.0
Series_SEL Value Edition Limited,0.0
Series_SEL w/ Convenience Pkg,0.0
Series_SEL w/ R-Line,0.0
Series_SEL with Tech Pkg,0.0
"Series_SEL, Denim",0.0
"Series_SEL, SEL Plus",0.0
"Series_SEL, SEL Premium",0.0
